ASV_numbers,domain,phylum,class,order,family,genus,species
ASV_19878,NA,NA,NA,NA,NA,NA,NA
ASV_19879,NA,NA,NA,NA,NA,NA,NA
ASV_19880,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_19881,Eukaryota,Ascomycota,NA,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Dothideomycetes_gen_Incertae_sedis,Dothideomycetes_sp
ASV_19882,Eukaryota,Ascomycota,NA,Pezizales,Pyronemataceae,Otidea,Otidea_bufonia
ASV_19883,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,NA,NA
ASV_19884,Eukaryota,Aphelidiomycota,NA,GS16,GS16_fam_Incertae_sedis,GS16_gen_Incertae_sedis,GS16_sp
ASV_19885,NA,NA,NA,NA,NA,NA,NA
ASV_19886,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp
ASV_19887,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_19888,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_19889,NA,NA,NA,NA,NA,NA,NA
ASV_19890,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Sistotrema,Sistotrema_sp
ASV_19891,Eukaryota,Basidiomycota,NA,Filobasidiales,Piskurozymaceae,Solicoccozyma,NA
ASV_19892,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,Piloderma_byssinum
ASV_19893,Eukaryota,Ascomycota,NA,Pezizales,Pyronemataceae,Pyronemataceae_gen_Incertae_sedis,Pyronemataceae_sp
ASV_19894,Eukaryota,Chytridiomycota,NA,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp
ASV_19895,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp
ASV_19896,Eukaryota,Mucoromycota,NA,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA
ASV_19897,Eukaryota,Basidiomycota,NA,Cystobasidiales,Cystobasidiaceae,Occultifur,Occultifur_sp
ASV_19898,NA,NA,NA,NA,NA,NA,NA
ASV_19899,Eukaryota,Chytridiomycota,NA,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp
ASV_19900,Eukaryota,Glomeromycota,NA,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus_sp
ASV_19901,Eukaryota,Chytridiomycota,NA,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp
ASV_19902,Eukaryota,Chytridiomycota,NA,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp
ASV_19903,NA,NA,NA,NA,NA,NA,NA
ASV_19904,Eukaryota,Basidiomycota,NA,Tremellales,Bulleribasidiaceae,Dioszegia,NA
ASV_19905,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_19906,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_19907,NA,NA,NA,NA,NA,NA,NA
ASV_19908,NA,NA,NA,NA,NA,NA,NA
ASV_19909,Eukaryota,Chytridiomycota,NA,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp
ASV_19910,Eukaryota,Chytridiomycota,NA,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp
ASV_19911,NA,NA,NA,NA,NA,NA,NA
ASV_19912,Eukaryota,Chytridiomycota,NA,NA,NA,NA,NA
ASV_19913,NA,NA,NA,NA,NA,NA,NA
ASV_19914,Eukaryota,Basidiomycota,NA,Filobasidiales,Filobasidiaceae,Goffeauzyma,Goffeauzyma_gastrica
ASV_19915,Eukaryota,Basidiomycota,NA,Jaapiales,Jaapiaceae,Jaapia,NA
ASV_19916,NA,NA,NA,NA,NA,NA,NA
ASV_19917,NA,NA,NA,NA,NA,NA,NA
ASV_19918,NA,NA,NA,NA,NA,NA,NA
ASV_19919,NA,NA,NA,NA,NA,NA,NA
ASV_19920,NA,NA,NA,NA,NA,NA,NA
ASV_19921,Eukaryota,Ascomycota,NA,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Dothideomycetes_gen_Incertae_sedis,Dothideomycetes_sp
ASV_19922,NA,NA,NA,NA,NA,NA,NA
ASV_19923,Eukaryota,Basidiomycota,NA,Agaricales,Crepidotaceae,Crepidotus,Crepidotus_applanatus
ASV_19924,Eukaryota,Chytridiomycota,NA,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp
ASV_19925,Eukaryota,Basidiomycota,NA,Agaricales,Entolomataceae,Clitopilus,Clitopilus_prunulus
ASV_19926,Eukaryota,Ascomycota,NA,Botryosphaeriales,Botryosphaeriaceae,NA,NA
ASV_19927,Eukaryota,Chytridiomycota,NA,GS14_ord_Incertae_sedis,GS14_fam_Incertae_sedis,GS14_gen_Incertae_sedis,GS14_sp
ASV_19928,Eukaryota,Mucoromycota,NA,GS22,GS22_fam_Incertae_sedis,GS22_gen_Incertae_sedis,GS22_sp
ASV_19929,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,NA
ASV_19930,NA,NA,NA,NA,NA,NA,NA
ASV_19931,NA,NA,NA,NA,NA,NA,NA
ASV_19932,Eukaryota,Basidiomycota,NA,Sakaguchiales,Sakaguchiaceae,Sakaguchia,NA
ASV_19933,Eukaryota,Chytridiomycota,NA,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp
ASV_19934,NA,NA,NA,NA,NA,NA,NA
ASV_19935,NA,NA,NA,NA,NA,NA,NA
ASV_19936,NA,NA,NA,NA,NA,NA,NA
ASV_19937,NA,NA,NA,NA,NA,NA,NA
ASV_19938,Eukaryota,Ascomycota,NA,Orbiliales,Orbiliaceae,Orbiliaceae_gen_Incertae_sedis,Orbiliaceae_sp
ASV_19939,Eukaryota,Glomeromycota,NA,Glomerales,NA,NA,NA
ASV_19940,NA,NA,NA,NA,NA,NA,NA
ASV_19941,Eukaryota,Aphelidiomycota,NA,GS16,GS16_fam_Incertae_sedis,GS16_gen_Incertae_sedis,GS16_sp
ASV_19942,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_19943,NA,NA,NA,NA,NA,NA,NA
ASV_19944,NA,NA,NA,NA,NA,NA,NA
ASV_19945,NA,NA,NA,NA,NA,NA,NA
ASV_19946,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,Pezizaceae_gen_Incertae_sedis,Pezizaceae_sp
ASV_19947,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_19948,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Sistotrema,Sistotrema_sp
ASV_19949,Eukaryota,Basidiomycota,NA,Agaricales,Psathyrellaceae,Parasola,NA
ASV_19950,NA,NA,NA,NA,NA,NA,NA
ASV_19951,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_19952,NA,NA,NA,NA,NA,NA,NA
ASV_19953,NA,NA,NA,NA,NA,NA,NA
ASV_19954,Eukaryota,Basidiomycota,NA,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis_sp
ASV_19955,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_19956,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,Pachyphlodes,Pachyphlodes_citrina
ASV_19957,Eukaryota,Basidiomycota,NA,Trechisporales,Trechisporales_fam_Incertae_sedis,Sertulicium,Sertulicium_jacksonii
ASV_19958,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_19959,Eukaryota,Basidiomycota,NA,Cantharellales,Cantharellaceae,Craterellus,Craterellus_sp
ASV_19960,Eukaryota,Ascomycota,NA,Pezizales,Discinaceae,Hydnotrya,Hydnotrya_bailii
ASV_19961,Eukaryota,Basidiomycota,NA,Boletales,Melanogastraceae,Melanogaster,NA
ASV_19962,NA,NA,NA,NA,NA,NA,NA
ASV_19963,Eukaryota,Ascomycota,NA,Pleosporales,NA,NA,NA
ASV_19964,NA,NA,NA,NA,NA,NA,NA
ASV_19965,NA,NA,NA,NA,NA,NA,NA
ASV_19966,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp
ASV_19967,Eukaryota,Basidiomycota,NA,Cantharellales,Ceratobasidiaceae,NA,NA
ASV_19968,Eukaryota,Basidiomycota,NA,Russulales,Bondarzewiaceae,Heterobasidion,NA
ASV_19969,NA,NA,NA,NA,NA,NA,NA
ASV_19970,Eukaryota,Ascomycota,NA,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp
ASV_19971,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_19972,Eukaryota,Ascomycota,NA,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces_sp
ASV_19973,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_19974,Eukaryota,Basidiomycota,NA,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_pertinax
ASV_19975,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_lignicola
ASV_19976,Eukaryota,Ascomycota,NA,Mytilinidiales,Mytilinidiaceae,Lophium,NA
ASV_19977,Eukaryota,Chytridiomycota,NA,NA,NA,NA,NA
ASV_19978,NA,NA,NA,NA,NA,NA,NA
ASV_19979,NA,NA,NA,NA,NA,NA,NA
ASV_19980,NA,NA,NA,NA,NA,NA,NA
ASV_19981,NA,NA,NA,NA,NA,NA,NA
ASV_19982,Eukaryota,Fungi_phy_Incertae_sedis,NA,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp
ASV_19983,NA,NA,NA,NA,NA,NA,NA
ASV_19984,NA,NA,NA,NA,NA,NA,NA
ASV_19985,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_19986,NA,NA,NA,NA,NA,NA,NA
ASV_19987,NA,NA,NA,NA,NA,NA,NA
ASV_19988,Eukaryota,Basidiomycota,NA,Tremellomycetes_ord_Incertae_sedis,Tremellomycetes_fam_Incertae_sedis,Tremellomycetes_gen_Incertae_sedis,Tremellomycetes_sp
ASV_19989,Eukaryota,Mucoromycota,NA,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA
ASV_19990,Eukaryota,Ascomycota,NA,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Saccharomycetales_gen_Incertae_sedis,Saccharomycetales_sp
ASV_19991,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_19992,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Pellidiscus,NA
ASV_19993,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_19994,NA,NA,NA,NA,NA,NA,NA
ASV_19995,NA,NA,NA,NA,NA,NA,NA
ASV_19996,NA,NA,NA,NA,NA,NA,NA
ASV_19997,NA,NA,NA,NA,NA,NA,NA
ASV_19998,NA,NA,NA,NA,NA,NA,NA
ASV_19999,Eukaryota,Ascomycota,NA,Xylariales,Xylariales_fam_Incertae_sedis,Xylariales_gen_Incertae_sedis,Xylariales_sp
ASV_20000,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,Pachyphlodes,Pachyphlodes_citrina
ASV_20001,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_20002,Eukaryota,Basidiomycota,NA,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus_sanguinolentus
ASV_20003,Eukaryota,Basidiomycota,NA,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_sp
ASV_20004,NA,NA,NA,NA,NA,NA,NA
ASV_20005,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_20006,NA,NA,NA,NA,NA,NA,NA
ASV_20007,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_20008,NA,NA,NA,NA,NA,NA,NA
ASV_20009,NA,NA,NA,NA,NA,NA,NA
ASV_20010,Eukaryota,Ascomycota,NA,Saccharomycetales,NA,NA,NA
ASV_20011,NA,NA,NA,NA,NA,NA,NA
ASV_20012,Eukaryota,Chytridiomycota,NA,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp
ASV_20013,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp
ASV_20014,NA,NA,NA,NA,NA,NA,NA
ASV_20015,Eukaryota,Chytridiomycota,NA,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp
ASV_20016,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_20017,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,Pachyphlodes,Pachyphlodes_conglomerata
ASV_20018,Eukaryota,Ascomycota,NA,Helotiales,Myxotrichaceae,Myxotrichaceae_gen_Incertae_sedis,Myxotrichaceae_sp
ASV_20019,Eukaryota,Ascomycota,NA,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp
ASV_20020,Eukaryota,Ascomycota,NA,Patellariales,Patellariales_fam_Incertae_sedis,Patellariales_gen_Incertae_sedis,Patellariales_sp
ASV_20021,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_20022,Eukaryota,Basidiomycota,NA,Auriculariales,Exidiaceae,Exidiopsis,Exidiopsis_calcea
ASV_20023,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,NA
ASV_20024,NA,NA,NA,NA,NA,NA,NA
ASV_20025,Eukaryota,Ascomycota,NA,Eurotiales,Elaphomycetaceae,Elaphomyces,NA
ASV_20026,NA,NA,NA,NA,NA,NA,NA
ASV_20027,NA,NA,NA,NA,NA,NA,NA
ASV_20028,Eukaryota,Ascomycota,NA,Mytilinidiales,NA,NA,NA
ASV_20029,NA,NA,NA,NA,NA,NA,NA
ASV_20030,Eukaryota,Ascomycota,NA,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp
ASV_20031,NA,NA,NA,NA,NA,NA,NA
ASV_20032,NA,NA,NA,NA,NA,NA,NA
ASV_20033,NA,NA,NA,NA,NA,NA,NA
ASV_20034,NA,NA,NA,NA,NA,NA,NA
ASV_20035,Eukaryota,Basidiomycota,NA,GS27_ord_Incertae_sedis,GS27_fam_Incertae_sedis,GS27_gen_Incertae_sedis,GS27_sp
ASV_20036,Eukaryota,Basidiomycota,NA,Filobasidiales,Piskurozymaceae,Piskurozyma,NA
ASV_20037,Eukaryota,Basidiomycota,NA,Hysterangiales,Hysterangiaceae,Hysterangium,Hysterangium_sp
ASV_20038,NA,NA,NA,NA,NA,NA,NA
ASV_20039,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Mortierella,NA
ASV_20040,NA,NA,NA,NA,NA,NA,NA
ASV_20041,NA,NA,NA,NA,NA,NA,NA
ASV_20042,NA,NA,NA,NA,NA,NA,NA
ASV_20043,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_griseolilacina
ASV_20044,NA,NA,NA,NA,NA,NA,NA
ASV_20045,Eukaryota,Basidiobolomycota,NA,Basidiobolomycota_ord_Incertae_sedis,Basidiobolomycota_fam_Incertae_sedis,Basidiobolomycota_gen_Incertae_sedis,Basidiobolomycota_sp
ASV_20046,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_20047,NA,NA,NA,NA,NA,NA,NA
ASV_20048,Eukaryota,Fungi_phy_Incertae_sedis,NA,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp
ASV_20049,Eukaryota,Chytridiomycota,NA,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp
ASV_20050,Eukaryota,Basidiomycota,NA,Tremellales,Phaeotremellaceae,Phaeotremella,NA
ASV_20051,NA,NA,NA,NA,NA,NA,NA
ASV_20052,Eukaryota,Chytridiomycota,NA,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp
ASV_20053,NA,NA,NA,NA,NA,NA,NA
ASV_20054,NA,NA,NA,NA,NA,NA,NA
ASV_20055,NA,NA,NA,NA,NA,NA,NA
ASV_20056,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_20057,NA,NA,NA,NA,NA,NA,NA
ASV_20058,Eukaryota,Ascomycota,NA,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Saccharomycetales_gen_Incertae_sedis,Saccharomycetales_sp
ASV_20059,Eukaryota,Basidiomycota,NA,Polyporales,Meripilaceae,Physisporinus,Physisporinus_vitreus
ASV_20060,Eukaryota,Chytridiomycota,NA,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp
ASV_20061,Eukaryota,Ascomycota,NA,Saccharomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma_californica
ASV_20062,Eukaryota,Basidiomycota,NA,Agaricales,Mycenaceae,Mycena,Mycena_sp
ASV_20063,NA,NA,NA,NA,NA,NA,NA
ASV_20064,Eukaryota,Mucoromycota,NA,Mucorales,Lentamycetaceae,Siepmannia,Siepmannia_sp
ASV_20065,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_20066,NA,NA,NA,NA,NA,NA,NA
ASV_20067,NA,NA,NA,NA,NA,NA,NA
ASV_20068,NA,NA,NA,NA,NA,NA,NA
ASV_20069,Eukaryota,Ascomycota,NA,Taphrinales,Taphrinaceae,Taphrina,Taphrina_carpini
ASV_20070,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_20071,Eukaryota,Ascomycota,NA,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Chaetothyriales_sp
ASV_20072,Eukaryota,Basidiomycota,NA,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp
ASV_20073,NA,NA,NA,NA,NA,NA,NA
ASV_20074,Eukaryota,Chytridiomycota,NA,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp
ASV_20075,Eukaryota,Basidiomycota,NA,Agaricales,Tricholomataceae,Hemimycena,Hemimycena_sp
ASV_20076,Eukaryota,Basidiomycota,NA,Agaricales,Marasmiaceae,Marasmius,NA
ASV_20077,NA,NA,NA,NA,NA,NA,NA
ASV_20078,NA,NA,NA,NA,NA,NA,NA
ASV_20079,NA,NA,NA,NA,NA,NA,NA
ASV_20080,NA,NA,NA,NA,NA,NA,NA
ASV_20081,NA,NA,NA,NA,NA,NA,NA
ASV_20082,NA,NA,NA,NA,NA,NA,NA
ASV_20083,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_20084,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_20085,Eukaryota,Basidiomycota,NA,Polyporales,NA,NA,NA
ASV_20086,NA,NA,NA,NA,NA,NA,NA
ASV_20087,NA,NA,NA,NA,NA,NA,NA
ASV_20088,NA,NA,NA,NA,NA,NA,NA
ASV_20089,Eukaryota,Mucoromycota,NA,Mucorales,Mucoraceae,Mucor,NA
ASV_20090,NA,NA,NA,NA,NA,NA,NA
ASV_20091,NA,NA,NA,NA,NA,NA,NA
ASV_20092,Eukaryota,Ascomycota,NA,Capnodiales,Capnodiales_fam_Incertae_sedis,Capnodiales_gen_Incertae_sedis,Capnodiales_sp
ASV_20093,Eukaryota,Basidiomycota,NA,Agaricales,Mycenaceae,Mycena,NA
ASV_20094,Eukaryota,Chytridiomycota,NA,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp
ASV_20095,NA,NA,NA,NA,NA,NA,NA
ASV_20096,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Lactarius,NA
ASV_20097,NA,NA,NA,NA,NA,NA,NA
ASV_20098,Eukaryota,Ascomycota,NA,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp
ASV_20099,NA,NA,NA,NA,NA,NA,NA
ASV_20100,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_20101,Eukaryota,Basidiomycota,NA,Filobasidiales,Piskurozymaceae,Piskurozyma,Piskurozyma_sp
ASV_20102,NA,NA,NA,NA,NA,NA,NA
ASV_20103,Eukaryota,Chytridiomycota,NA,Rhizophydiales,Alphamycetaceae,Betamyces,Betamyces_sp
ASV_20104,NA,NA,NA,NA,NA,NA,NA
ASV_20105,NA,NA,NA,NA,NA,NA,NA
ASV_20106,Eukaryota,Ascomycota,NA,Capnodiales,Capnodiales_fam_Incertae_sedis,Capnodiales_gen_Incertae_sedis,Capnodiales_sp
ASV_20107,Eukaryota,Ascomycota,NA,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Leotiomycetes_sp
ASV_20108,NA,NA,NA,NA,NA,NA,NA
ASV_20109,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_20110,Eukaryota,Chytridiomycota,NA,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp
ASV_20111,Eukaryota,Chytridiomycota,NA,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp
ASV_20112,NA,NA,NA,NA,NA,NA,NA
ASV_20113,NA,NA,NA,NA,NA,NA,NA
ASV_20114,NA,NA,NA,NA,NA,NA,NA
ASV_20115,Eukaryota,Basidiomycota,NA,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_sp
ASV_20116,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Clavulina,NA
ASV_20117,Eukaryota,Basidiomycota,NA,Agaricales,Pluteaceae,Pluteus,Pluteus_phlebophorus
ASV_20118,NA,NA,NA,NA,NA,NA,NA
ASV_20119,Eukaryota,Chytridiomycota,NA,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp
ASV_20120,Eukaryota,Ascomycota,NA,Mytilinidiales,Mytilinidiaceae,Mytilinidiaceae_gen_Incertae_sedis,Mytilinidiaceae_sp
ASV_20121,Eukaryota,Ascomycota,NA,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp
ASV_20122,Eukaryota,Ascomycota,NA,Pezizales,Ascobolaceae,Ascobolus,Ascobolus_sp
ASV_20123,Eukaryota,Basidiomycota,NA,Agaricales,Clavariaceae,Clavariaceae_gen_Incertae_sedis,Clavariaceae_sp
ASV_20124,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_20125,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_20126,Eukaryota,Basidiomycota,NA,Filobasidiales,Filobasidiaceae,Goffeauzyma,Goffeauzyma_gastrica
ASV_20127,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_20128,Eukaryota,Chytridiomycota,NA,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp
ASV_20129,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_20130,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp
ASV_20131,Eukaryota,Ascomycota,NA,Eurotiales,Aspergillaceae,Penicillium,Penicillium_sp
ASV_20132,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_lutescens
ASV_20133,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,NA,NA
ASV_20134,NA,NA,NA,NA,NA,NA,NA
ASV_20135,Eukaryota,Ascomycota,NA,Xylariales,Xylariaceae,Annulohypoxylon,Annulohypoxylon_sp
ASV_20136,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_20137,Eukaryota,Basidiomycota,NA,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia,Oliveonia_sp
ASV_20138,Eukaryota,Rozellomycota,NA,GS07,GS07_fam_Incertae_sedis,GS07_gen_Incertae_sedis,GS07_sp
