ASV_numbers,domain,phylum,class,order,family,genus,species
ASV_4610,NA,NA,NA,NA,NA,NA,NA
ASV_4611,Eukaryota,Basidiomycota,NA,Sporidiobolales,Sporidiobolales_fam_Incertae_sedis,Sporidiobolales_gen_Incertae_sedis,Sporidiobolales_sp
ASV_4612,Eukaryota,Basidiomycota,NA,Boletales,Melanogastraceae,Melanogaster,Melanogaster_ambiguus
ASV_4613,NA,NA,NA,NA,NA,NA,NA
ASV_4614,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4615,Eukaryota,Ascomycota,NA,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Leotiomycetes_sp
ASV_4616,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Clavulina,NA
ASV_4617,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4618,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_4619,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_subpaleacea
ASV_4620,Eukaryota,Ascomycota,NA,Glomerellales,Plectosphaerellaceae,NA,NA
ASV_4621,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_rimosa
ASV_4622,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp
ASV_4623,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,NA,NA
ASV_4624,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_4625,Eukaryota,Ascomycota,NA,Eurotiales,Aspergillaceae,NA,NA
ASV_4626,Eukaryota,Basidiomycota,NA,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus_sp
ASV_4627,Eukaryota,Ascomycota,NA,Eurotiales,Aspergillaceae,Penicillium,NA
ASV_4628,NA,NA,NA,NA,NA,NA,NA
ASV_4629,Eukaryota,Basidiomycota,NA,Boletales,Boletaceae,Octaviania,Octaviania_sp
ASV_4630,Eukaryota,Ascomycota,NA,Helotiales,Myxotrichaceae,Oidiodendron,NA
ASV_4631,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_4632,Eukaryota,Ascomycota,NA,Pleosporales,Nigrogranaceae,Nigrograna,NA
ASV_4633,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_4634,Eukaryota,Basidiomycota,NA,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp
ASV_4635,Eukaryota,Ascomycota,NA,Pleosporales,Didymosphaeriaceae,NA,NA
ASV_4636,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,NA,NA
ASV_4637,NA,NA,NA,NA,NA,NA,NA
ASV_4638,NA,NA,NA,NA,NA,NA,NA
ASV_4639,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,Pachyphlodes,Pachyphlodes_sp
ASV_4640,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_4641,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_4642,NA,NA,NA,NA,NA,NA,NA
ASV_4643,Eukaryota,Ascomycota,NA,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces_sp
ASV_4644,NA,NA,NA,NA,NA,NA,NA
ASV_4645,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_4646,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,NA
ASV_4647,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_4648,NA,NA,NA,NA,NA,NA,NA
ASV_4649,Eukaryota,Ascomycota,NA,Helotiales,Dermateaceae,Dermateaceae_gen_Incertae_sedis,Dermateaceae_sp
ASV_4650,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_infractus
ASV_4651,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp
ASV_4652,Eukaryota,Ascomycota,NA,Pleosporales,Lophiotremataceae,NA,NA
ASV_4653,Eukaryota,Fungi_phy_Incertae_sedis,NA,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp
ASV_4654,NA,NA,NA,NA,NA,NA,NA
ASV_4655,NA,NA,NA,NA,NA,NA,NA
ASV_4656,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_4657,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,NA
ASV_4658,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_4659,NA,NA,NA,NA,NA,NA,NA
ASV_4660,Eukaryota,Ascomycota,NA,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp
ASV_4661,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4662,NA,NA,NA,NA,NA,NA,NA
ASV_4663,Eukaryota,Basidiomycota,NA,Polyporales,Ganodermataceae,Ganoderma,Ganoderma_adspersum
ASV_4664,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_4665,Eukaryota,Basidiomycota,NA,Tremellodendropsidales,Tremellodendropsidales_fam_Incertae_sedis,Tremellodendropsidales_gen_Incertae_sedis,Tremellodendropsidales_sp
ASV_4666,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4667,Eukaryota,Ascomycota,NA,Onygenales,Onygenales_fam_Incertae_sedis,Onygenales_gen_Incertae_sedis,Onygenales_sp
ASV_4668,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,NA,NA
ASV_4669,Eukaryota,Basidiomycota,NA,Agaricales,Hymenogastraceae,Hebeloma,NA
ASV_4670,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4671,NA,NA,NA,NA,NA,NA,NA
ASV_4672,Eukaryota,Basidiomycota,NA,Atheliales,Atheliaceae,Atheliaceae_gen_Incertae_sedis,Atheliaceae_sp
ASV_4673,Eukaryota,Basidiomycota,NA,Trechisporales,Hydnodontaceae,Hydnodontaceae_gen_Incertae_sedis,Hydnodontaceae_sp
ASV_4674,Eukaryota,Basidiomycota,NA,Sebacinales,NA,NA,NA
ASV_4675,Eukaryota,Basidiomycota,NA,Agaricales,Mycenaceae,Mycena,Mycena_sp
ASV_4676,Eukaryota,Basidiomycota,NA,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp
ASV_4677,Eukaryota,Basidiomycota,NA,Boletales,Melanogastraceae,Melanogaster,NA
ASV_4678,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4679,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_4680,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,NA,NA
ASV_4681,Eukaryota,Ascomycota,NA,Eurotiomycetes_ord_Incertae_sedis,Eurotiomycetes_fam_Incertae_sedis,Eurotiomycetes_gen_Incertae_sedis,Eurotiomycetes_sp
ASV_4682,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_4683,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_4684,Eukaryota,Ascomycota,NA,Onygenales,NA,NA,NA
ASV_4685,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,NA
ASV_4686,Eukaryota,Ascomycota,NA,Helotiales,Hamatocanthoscyphaceae,Hyalodendriella,NA
ASV_4687,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_4688,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4689,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4690,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp
ASV_4691,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,NA,NA
ASV_4692,NA,NA,NA,NA,NA,NA,NA
ASV_4693,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_4694,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_4695,NA,NA,NA,NA,NA,NA,NA
ASV_4696,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_4697,Eukaryota,Ascomycota,NA,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Leucopenicillifer,Leucopenicillifer_sp
ASV_4698,Eukaryota,Basidiomycota,NA,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp
ASV_4699,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp
ASV_4700,Eukaryota,Basidiomycota,NA,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp
ASV_4701,Eukaryota,Ascomycota,NA,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeriaceae_gen_Incertae_sedis,Chaetosphaeriaceae_sp
ASV_4702,Eukaryota,Ascomycota,NA,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp
ASV_4703,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_4704,Eukaryota,Basidiomycota,NA,Tremellales,NA,NA,NA
ASV_4705,NA,NA,NA,NA,NA,NA,NA
ASV_4706,Eukaryota,Ascomycota,NA,Xylariales,Amphisphaeriaceae,Microdochium,NA
ASV_4707,Eukaryota,Basidiomycota,NA,Agaricales,Mycenaceae,Mycena,Mycena_sp
ASV_4708,Eukaryota,Basidiomycota,NA,Cantharellales,Cantharellales_fam_Incertae_sedis,Cantharellales_gen_Incertae_sedis,Cantharellales_sp
ASV_4709,Eukaryota,Ascomycota,NA,Helotiales,Hamatocanthoscyphaceae,Hyalodendriella,NA
ASV_4710,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_sp
ASV_4711,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,NA
ASV_4712,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp
ASV_4713,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Veronaea,Veronaea_sp
ASV_4714,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_4715,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,NA,NA
ASV_4716,Eukaryota,Ascomycota,NA,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,Chloridium_sp
ASV_4717,Eukaryota,Ascomycota,NA,Sordariales,Helminthosphaeriaceae,NA,NA
ASV_4718,NA,NA,NA,NA,NA,NA,NA
ASV_4719,Eukaryota,Ascomycota,NA,Saccharomycetales,Lipomycetaceae,Lipomyces,NA
ASV_4720,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_4721,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_pipilikae
ASV_4722,Eukaryota,Basidiomycota,NA,Cantharellales,Ceratobasidiaceae,NA,NA
ASV_4723,Eukaryota,Ascomycota,NA,Saccharomycetales,Phaffomycetaceae,Phaffomycetaceae_gen_Incertae_sedis,Phaffomycetaceae_sp
ASV_4724,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp
ASV_4725,Eukaryota,Ascomycota,NA,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_lepidiotae
ASV_4726,Eukaryota,Ascomycota,NA,Capnodiales,Capnodiales_fam_Incertae_sedis,Pseudopenidiella,Pseudopenidiella_sp
ASV_4727,Eukaryota,Basidiomycota,NA,Atheliales,Pilodermataceae,Piloderma,Piloderma_sp
ASV_4728,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_4729,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4730,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,NA
ASV_4731,Eukaryota,Mucoromycota,NA,Mucorales,Cunninghamellaceae,Absidia,Absidia_sp
ASV_4732,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4733,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,NA,NA
ASV_4734,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_sp
ASV_4735,NA,NA,NA,NA,NA,NA,NA
ASV_4736,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_4737,Eukaryota,Basidiomycota,NA,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema_sp
ASV_4738,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_4739,NA,NA,NA,NA,NA,NA,NA
ASV_4740,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,NA,NA
ASV_4741,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia_sp
ASV_4742,Eukaryota,Ascomycota,NA,Chaetothyriales,NA,NA,NA
ASV_4743,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,NA,NA
ASV_4744,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_4745,Eukaryota,Ascomycota,NA,Helotiales,Dermateaceae,Cryptosporiopsis,Cryptosporiopsis_sp
ASV_4746,Eukaryota,Ascomycota,NA,Helotiales,Hamatocanthoscyphaceae,Xenopolyscytalum,Xenopolyscytalum_sp
ASV_4747,Eukaryota,Ascomycota,NA,Helotiales,Helotiaceae,Crocicreas,Crocicreas_sp
ASV_4748,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp
ASV_4749,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_4750,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_4751,Eukaryota,Rozellomycota,NA,GS07,GS07_fam_Incertae_sedis,GS07_gen_Incertae_sedis,GS07_sp
ASV_4752,NA,NA,NA,NA,NA,NA,NA
ASV_4753,Eukaryota,Basidiomycota,NA,Hysterangiales,Hysterangiaceae,Hysterangium,Hysterangium_sp
ASV_4754,Eukaryota,Ascomycota,NA,Pleosporales,Teichosporaceae,Magnibotryascoma,NA
ASV_4755,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Sistotrema,Sistotrema_sp
ASV_4756,NA,NA,NA,NA,NA,NA,NA
ASV_4757,Eukaryota,Basidiomycota,NA,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp
ASV_4758,Eukaryota,Mucoromycota,NA,Mucorales,Cunninghamellaceae,Absidia,Absidia_sp
ASV_4759,Eukaryota,Ascomycota,NA,Laboulbeniomycetes_ord_Incertae_sedis,Laboulbeniomycetes_fam_Incertae_sedis,Laboulbeniomycetes_gen_Incertae_sedis,Laboulbeniomycetes_sp
ASV_4760,NA,NA,NA,NA,NA,NA,NA
ASV_4761,NA,NA,NA,NA,NA,NA,NA
ASV_4762,Eukaryota,Ascomycota,NA,Myrmecridiales,Myrmecridiaceae,Neomyrmecridium,Neomyrmecridium_sp
ASV_4763,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_4764,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4765,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4766,Eukaryota,Fungi_phy_Incertae_sedis,NA,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp
ASV_4767,Eukaryota,Ascomycota,NA,Pleosporales,NA,NA,NA
ASV_4768,Eukaryota,Basidiomycota,NA,Agaricales,Agaricaceae,Agaricaceae_gen_Incertae_sedis,Agaricaceae_sp
ASV_4769,Eukaryota,Ascomycota,NA,Peltigerales,Pannariaceae,Pectenia,Pectenia_sp
ASV_4770,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,NA,NA
ASV_4771,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,NA,NA
ASV_4772,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_4773,Eukaryota,Mucoromycota,NA,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Umbelopsis_sp
ASV_4774,Eukaryota,Ascomycota,NA,Geoglossales,Geoglossaceae,Geoglossum,Geoglossum_sp
ASV_4775,Eukaryota,Basidiomycota,NA,Boletales,Melanogastraceae,Melanogaster,NA
ASV_4776,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_4777,Eukaryota,Mucoromycota,NA,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA
ASV_4778,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_4779,Eukaryota,Basidiomycota,NA,Tremellales,Cryptococcaceae,Cryptococcus,NA
ASV_4780,Eukaryota,Basidiomycota,NA,Sporidiobolales,Sporidiobolales_fam_Incertae_sedis,Sporidiobolales_gen_Incertae_sedis,Sporidiobolales_sp
ASV_4781,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp
ASV_4782,Eukaryota,Ascomycota,NA,Microascales,Ceratocystidaceae,Solaloca,Solaloca_norvegica
ASV_4783,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp
ASV_4784,Eukaryota,Basidiomycota,NA,Geminibasidiales,Geminibasidiaceae,Geminibasidium,NA
ASV_4785,Eukaryota,Ascomycota,NA,Pleosporales,NA,NA,NA
ASV_4786,NA,NA,NA,NA,NA,NA,NA
ASV_4787,Eukaryota,Ascomycota,NA,Venturiales,Venturiaceae,Venturia,Venturia_sp
ASV_4788,Eukaryota,Ascomycota,NA,Sordariales,Sordariales_fam_Incertae_sedis,Sordariales_gen_Incertae_sedis,Sordariales_sp
ASV_4789,Eukaryota,Basidiomycota,NA,Agaricales,Omphalotaceae,Gymnopus,Gymnopus_androsaceus
ASV_4790,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,NA
ASV_4791,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_demetris
ASV_4792,Eukaryota,Rozellomycota,NA,GS11,GS11_fam_Incertae_sedis,GS11_gen_Incertae_sedis,GS11_sp
ASV_4793,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,Russula_sp
ASV_4794,Eukaryota,Ascomycota,NA,Onygenales,Onygenaceae,Chrysosporium,Chrysosporium_carmichaelii
ASV_4795,Eukaryota,Ascomycota,NA,Mycosphaerellales,Mycosphaerellaceae,Stomiopeltis,Stomiopeltis_sp
ASV_4796,NA,NA,NA,NA,NA,NA,NA
ASV_4797,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp
ASV_4798,Eukaryota,Basidiomycota,NA,Agaricales,Tricholomataceae,NA,NA
ASV_4799,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,Inocybe,Inocybe_occulta
ASV_4800,Eukaryota,Basidiomycota,NA,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia,Oliveonia_sp
ASV_4801,Eukaryota,Basidiomycota,NA,Tremellales,Trimorphomycetaceae,Saitozyma,NA
ASV_4802,Eukaryota,Ascomycota,NA,Helotiales,Dermateaceae,Cryptosporiopsis,Cryptosporiopsis_sp
ASV_4803,Eukaryota,Mucoromycota,NA,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA
ASV_4804,Eukaryota,Fungi_phy_Incertae_sedis,NA,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp
ASV_4805,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,NA,NA
ASV_4806,Eukaryota,Basidiomycota,NA,Agaricales,Inocybaceae,NA,NA
ASV_4807,Eukaryota,Ascomycota,NA,Capnodiales,Capnodiales_fam_Incertae_sedis,Capnodiales_gen_Incertae_sedis,Capnodiales_sp
ASV_4808,Eukaryota,Ascomycota,NA,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp
ASV_4809,Eukaryota,Basidiomycota,NA,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp
ASV_4810,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_4811,Eukaryota,Ascomycota,NA,Helotiales,Helotiaceae,Bisporella,Bisporella_sp
ASV_4812,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Mortierella,NA
ASV_4813,Eukaryota,Ascomycota,NA,Hypocreales,Nectriaceae,NA,NA
ASV_4814,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_4815,Eukaryota,Ascomycota,NA,Pleosporales,Sporormiaceae,Preussia,Preussia_persica
ASV_4816,Eukaryota,Ascomycota,NA,Tubeufiales,Tubeufiaceae,Zaanenomyces,NA
ASV_4817,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_4818,Eukaryota,Basidiomycota,NA,Boletales,Melanogastraceae,Melanogaster,NA
ASV_4819,Eukaryota,Ascomycota,NA,Pleosporales,Phaeosphaeriaceae,Paraphoma,NA
ASV_4820,NA,NA,NA,NA,NA,NA,NA
ASV_4821,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_4822,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,NA
ASV_4823,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4824,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,NA
ASV_4825,Eukaryota,Basidiomycota,NA,Trechisporales,Hydnodontaceae,Luellia,NA
ASV_4826,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_4827,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_4828,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_4829,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4830,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,Hydnobolites,Hydnobolites_sp
ASV_4831,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp
ASV_4832,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp
ASV_4833,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_4834,NA,NA,NA,NA,NA,NA,NA
ASV_4835,Eukaryota,Ascomycota,NA,Pleosporales,Cucurbitariaceae,Neocucurbitaria,NA
ASV_4836,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4837,Eukaryota,Basidiomycota,NA,Boletales,Melanogastraceae,Melanogaster,NA
ASV_4838,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_4839,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_4840,NA,NA,NA,NA,NA,NA,NA
ASV_4841,Eukaryota,Fungi_phy_Incertae_sedis,NA,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp
ASV_4842,Eukaryota,Ascomycota,NA,Helotiales,NA,NA,NA
ASV_4843,Eukaryota,Ascomycota,NA,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp
ASV_4844,Eukaryota,Ascomycota,NA,Eurotiales,Eurotiales_fam_Incertae_sedis,Eurotiales_gen_Incertae_sedis,Eurotiales_sp
ASV_4845,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_4846,NA,NA,NA,NA,NA,NA,NA
ASV_4847,Eukaryota,Basidiomycota,NA,Cantharellales,Cantharellaceae,Craterellus,NA
ASV_4848,Eukaryota,Ascomycota,NA,Pleosporales,Dictyosporiaceae,Dictyosporiaceae_gen_Incertae_sedis,Dictyosporiaceae_sp
ASV_4849,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Tomentella,NA
ASV_4850,Eukaryota,Ascomycota,NA,Hypocreales,Ophiocordycipitaceae,Tolypocladium,NA
ASV_4851,Eukaryota,Basidiomycota,NA,Sebacinales,Sebacinaceae,Sebacina,NA
