,SPY213303,SPY213304,SPY213305,SPY213306,SPY213307,SPY213308,SPY213309,SPY213310,SPY213311,SPY213312,SPY213313,SPY213314,SPY213315,SPY213316,SPY213317,SPY213318,SPY213319,SPY213320,SPY213321,SPY213323,SPY213324,SPY213325,SPY213326,SPY213327,SPY213328,SPY213329,SPY213330,SPY213331,SPY213332,SPY213333,SPY213334,SPY213335,SPY213336,SPY213337,SPY213338,SPY213339,SPY213340,SPY213341,SPY213342,SPY213343,SPY213344,SPY213345,SPY213346,SPY213347,SPY213348,SPY213349,SPY213350,SPY213351
ASV_114,0,0,0,0,0,0,0,0,0,0,3324,0,68,0,0,0,56,61,10,533,696,0,0,0,0,0,0,0,0,0,0,46,0,0,0,260,959,0,0,0,23,81,0,0,0,0,0,0
ASV_115,0,0,0,0,0,0,4872,0,35,0,0,0,0,0,27,0,486,598,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_116,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,5537,32,33,0,0,111
ASV_117,1118,169,307,87,63,0,0,0,200,39,0,95,0,137,0,223,0,0,0,231,197,0,0,205,176,91,0,0,20,0,0,145,327,599,178,442,249,0,0,0,0,0,495,0,0,0,69,71
ASV_118,0,0,0,0,0,0,0,0,0,0,13,19,177,35,22,0,78,81,9,9,9,13,17,0,0,0,0,0,0,127,4380,369,0,0,133,0,0,0,0,0,0,0,0,215,0,107,94,0
ASV_119,729,0,48,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,315,432,81,92,3867,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
ASV_120,5,1245,120,1919,25,11,0,0,0,0,0,0,9,74,5,0,0,0,0,0,0,0,0,0,0,22,135,0,42,0,0,0,23,1053,57,0,0,241,19,219,0,531,30,0,0,0,0,0
ASV_121,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,21,0,5662,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_122,59,632,80,0,0,81,21,0,1480,0,0,0,0,6,0,51,0,0,0,0,0,0,58,0,0,0,0,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,8,0,0,0,0
ASV_123,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,950,0,3811,226,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_124,0,870,67,0,42,397,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,82,0,0,0,40,0,0,802,234,2754,112,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_125,0,0,0,0,0,0,0,645,69,190,3563,725,26,0,0,0,0,0,20,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,19,0,0,85,34,41,0
ASV_126,0,0,0,0,0,0,0,36,0,0,0,162,211,0,1767,0,0,146,63,0,0,0,0,145,74,77,49,0,411,1036,228,0,0,0,462,0,0,0,0,0,0,154,0,0,179,0,112,136
ASV_127,55,0,0,315,0,0,0,0,0,0,1794,759,813,22,0,0,0,0,258,300,131,67,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,196,156,263,132
ASV_128,0,0,0,0,0,0,0,162,0,0,0,0,214,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,105,0,0,0,2210,288,896,0,423,0,70,63
ASV_129,0,41,12,2,414,26,0,98,416,0,4,64,13,26,0,12,0,213,178,13,0,294,319,277,1048,165,85,326,70,266,24,96,188,70,10,13,11,134,325,8,0,0,0,0,15,0,0,0
ASV_130,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,71,0,0,4335,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_131,9,0,0,0,524,139,28,304,18,0,0,0,163,89,58,1235,135,159,72,51,58,13,0,23,22,63,0,0,0,0,0,0,189,0,11,0,0,10,0,172,79,42,67,197,110,129,533,433
ASV_132,98,0,783,38,0,0,0,0,0,0,0,0,184,0,0,1282,42,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,112,637,458,0,0,0,0,40,0,0,0,661,577
ASV_133,0,0,0,0,95,0,0,0,0,0,0,349,248,0,2858,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,101,0,0,0,0,240,22,287,250,0
ASV_134,0,0,0,0,0,0,0,0,0,0,2177,1243,36,0,0,0,0,0,14,0,260,131,0,0,0,0,0,0,0,0,0,0,758,0,0,0,77,0,0,0,0,0,0,0,0,0,81,94
ASV_135,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,30,0,0,4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_136,0,284,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4099,249,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_137,40,279,85,12,72,107,114,811,64,67,194,92,62,42,0,0,27,18,0,12,15,9,6,0,0,0,0,9,0,0,0,0,147,24,0,31,0,46,6,267,358,570,893,85,51,18,18,10
ASV_138,17,2789,222,523,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1057,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_139,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,258,248,0,0,0,0,0,0,3863,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ASV_140,111,0,0,0,26,0,0,202,0,0,0,0,0,0,23,0,0,0,0,0,0,16,0,163,98,195,24,0,0,195,0,1635,97,0,1590,0,0,0,0,105,0,0,0,0,0,0,0,0
ASV_141,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4332,0,0,27,0,18,0,19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_142,0,0,200,0,0,0,0,0,0,138,227,361,621,0,0,0,0,0,0,85,149,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,521,474,0,473,0,453,181,179,0
ASV_143,1081,83,0,0,0,0,0,0,321,0,0,0,619,45,0,762,59,38,0,0,0,0,0,63,0,0,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
ASV_144,0,0,0,0,26,23,33,27,0,0,0,0,284,45,0,34,43,51,21,0,0,15,17,31,120,50,25,29,68,0,0,0,0,33,29,177,0,42,15,491,152,235,1253,34,427,258,235,0
ASV_145,10,0,0,0,147,0,0,0,50,0,0,0,86,0,0,0,0,0,0,0,0,0,1807,0,0,0,0,0,0,0,0,0,0,0,2041,0,92,0,0,0,36,0,0,0,14,0,0,0
ASV_146,0,0,0,0,0,0,60,0,127,0,0,0,0,0,0,0,0,74,66,0,0,2003,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0
ASV_147,0,0,0,0,0,0,0,0,42,27,0,0,0,0,0,2455,65,0,0,0,0,0,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0
ASV_148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,0,0,0,0,0,0,0,0,53,0,987,994,0
ASV_149,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_150,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,496,534,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,1756,47,37,0,0,148,495,359
ASV_151,134,433,342,455,29,0,71,52,0,35,28,0,0,0,0,0,0,0,0,172,186,25,391,0,23,0,33,38,25,0,0,0,0,415,22,419,409,54,60,0,0,0,196,0,0,0,0,0
ASV_152,0,0,20,4,36,1,58,5,141,0,2,0,2,5,0,70,0,20,12,10,2,325,812,155,627,386,152,284,72,655,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_153,0,0,0,0,0,884,0,0,185,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,658,199,0,156,0,0,49,0,0,0,1594,0,0,0,0,0
ASV_154,0,0,0,0,0,0,0,82,139,0,26,32,0,0,2024,285,0,136,32,494,476,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0
ASV_155,16,0,0,4,1758,94,15,26,40,11,0,0,32,16,0,10,8,66,49,0,0,89,150,747,178,178,8,0,0,20,0,25,133,16,16,0,0,0,18,31,0,0,7,0,0,0,26,35
ASV_156,0,0,0,0,38,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,417,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
ASV_157,0,0,0,0,0,0,2272,160,301,0,0,20,0,29,13,14,118,366,281,0,0,0,32,7,2,0,1,0,19,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_158,33,145,9,67,52,192,6,96,13,12,17,38,0,13,0,31,40,22,6,6,0,0,0,15,11,31,10,0,0,0,0,0,46,86,35,1723,131,42,13,379,0,14,245,0,0,0,0,11
ASV_159,0,47,0,0,193,199,79,74,59,0,0,0,114,92,98,57,45,448,382,0,0,60,83,591,0,0,0,0,67,0,0,88,0,0,51,0,0,0,39,132,0,64,114,57,56,64,139,76
ASV_160,42,74,123,83,134,143,0,18,0,0,23,0,10,105,10,0,0,16,16,154,186,8,44,83,159,130,57,180,21,23,0,113,332,173,107,31,16,41,51,55,40,63,453,37,77,15,53,45
ASV_161,13,17,0,25,223,150,35,82,11,18,0,38,56,76,0,282,99,113,40,36,28,0,11,0,0,26,0,0,0,12,0,0,346,88,194,129,0,21,0,163,141,51,502,38,83,58,199,133
ASV_162,44,153,99,44,172,257,201,17,266,35,19,15,77,17,14,10,0,0,0,0,0,21,19,16,28,18,24,705,22,53,22,20,39,211,50,28,17,36,119,155,17,84,72,51,66,53,86,47
ASV_163,51,53,154,125,81,44,107,121,14,93,83,73,148,48,30,100,19,9,7,43,65,28,259,7,19,18,9,25,187,95,0,92,147,23,68,121,248,22,10,198,182,55,45,28,66,23,45,19
ASV_164,0,0,0,0,0,0,0,41,0,0,63,175,0,0,0,0,137,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,2751,69,0,0
ASV_165,0,0,0,0,0,0,0,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2168,673,396,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3474,0,0,0,0,0,0,0,0,0,0,0
ASV_167,66,0,12,0,0,0,0,29,35,0,9,0,0,0,0,0,0,0,0,0,0,110,100,397,2424,38,0,46,10,0,0,0,68,0,0,0,0,0,39,0,0,86,0,0,0,0,0,0
ASV_168,0,0,0,0,0,0,0,0,0,102,673,0,0,0,0,0,0,0,0,0,206,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203,74,0,0,0,0,0
ASV_169,24,65,0,23,0,66,18,23,0,0,37,157,57,0,87,24,0,0,0,16,260,271,0,0,0,0,0,0,0,0,0,0,216,1220,49,0,0,34,19,41,20,407,28,106,0,36,91,53
ASV_170,29,82,92,119,69,95,60,52,31,30,42,38,134,113,38,145,51,63,41,94,77,0,192,46,148,76,42,25,39,46,26,144,147,39,131,174,106,58,21,95,113,39,67,16,27,23,49,48
ASV_171,129,0,474,168,0,710,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,417,0,0,0,294,0,680,0,0,0,0,176,0,0,0
ASV_172,0,0,0,0,44,0,378,0,74,0,0,54,0,53,52,179,576,578,0,60,53,0,0,0,0,0,0,0,0,0,629,103,136,0,46,57,42,0,0,42,0,0,0,64,0,54,51,0
ASV_173,0,0,0,0,350,57,0,69,22,0,0,0,0,0,0,0,0,0,0,0,0,90,342,1245,214,94,50,96,160,327,49,17,0,0,39,11,0,0,12,0,0,0,0,0,0,0,0,0
ASV_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_175,0,0,0,0,33,0,535,58,154,43,44,78,127,0,64,835,17,0,15,0,14,37,32,314,158,295,72,0,22,148,0,60,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_176,0,94,311,0,0,251,56,101,0,70,0,25,58,0,0,0,0,0,0,52,0,0,0,31,27,0,0,68,129,70,200,65,164,126,0,0,0,145,31,416,0,186,389,0,41,0,13,23
ASV_177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1241,0,700,991,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_178,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3034,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,603,276,0,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_180,0,0,0,0,32,66,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,49,77,194,44,117,0,0,0,0,0,66,49,44,54,78,42,0,0,1594,0,0,0,0,0,0,0,0
ASV_181,43,90,10,17,51,168,62,32,253,76,100,33,0,19,11,76,0,0,0,0,18,17,17,0,20,7,0,6,6,0,0,0,69,79,156,172,162,62,26,97,166,13,801,0,0,0,0,10
ASV_182,0,197,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,12,0,2853,0,0,4,0,0,0,0,15
ASV_184,0,0,0,0,0,16,24,0,0,67,0,61,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2090,94,0,0,0,0,0,21,0,20,0,436,21,21,11
ASV_185,0,0,0,0,41,0,20,0,20,27,51,8,265,15,18,0,0,0,0,0,0,5,0,0,0,0,0,0,9,247,20,0,18,0,0,0,0,40,12,0,0,35,0,972,349,353,367,0
ASV_186,368,0,0,307,0,656,0,0,0,404,41,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,28,0,0,0,0,552,54,67,0,0,0,144,0,0,0,0,181,0,0,0,0,44
ASV_187,0,0,28,75,33,0,87,9,161,0,0,0,0,0,0,26,0,0,0,0,0,60,164,111,455,301,97,225,40,424,425,90,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
ASV_188,5,13,19,11,11,11,0,0,18,55,17,0,9,0,0,0,0,0,0,12,9,0,0,0,0,0,0,6,0,0,0,7,59,70,203,6,0,0,0,2019,0,6,189,7,0,0,22,21
ASV_189,0,0,0,0,0,28,0,530,0,0,0,0,0,0,0,0,0,0,0,0,85,72,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,27,446,110,0,0,0,635,623
ASV_190,21,0,0,0,0,0,14,37,0,0,99,0,57,0,0,0,0,0,0,0,0,37,89,384,425,141,44,0,0,0,0,103,249,81,0,47,179,477,35,128,12,32,99,0,0,0,0,0
ASV_191,78,56,98,126,102,64,43,52,38,59,55,0,0,20,21,44,0,0,19,0,50,41,105,0,81,0,33,50,171,105,162,38,0,0,73,81,84,62,55,179,119,75,172,0,13,0,69,80
ASV_192,0,0,159,179,0,16,53,100,40,0,0,73,70,40,23,103,19,109,89,0,0,44,101,24,135,54,32,53,85,551,106,98,62,0,204,0,74,0,0,0,34,0,0,17,0,0,0,0
ASV_193,0,52,0,8,0,38,0,20,0,0,0,0,64,66,290,52,52,42,0,7,0,0,102,8,66,20,6,0,0,0,0,26,371,43,313,617,44,27,0,27,135,8,218,0,0,0,0,0
ASV_194,0,151,0,0,0,0,66,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1874,65,0,0,382,0,0,0,17,0,0,0,0,24,0,28,0,0,0,0
ASV_195,0,0,0,0,0,0,0,0,0,18,422,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,935,0,0,0,0,0,0,0,0,0,1232,0,17,25,22,23
ASV_196,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,0,0,0,182,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_197,0,16,5,0,8,76,11,49,93,0,9,12,35,38,165,312,65,113,58,6,0,14,40,11,24,14,7,29,264,20,9,966,82,0,67,4,37,0,0,0,0,0,0,0,6,0,0,0
ASV_198,91,85,64,127,14,82,23,27,12,131,28,29,226,38,22,34,14,37,30,70,61,24,25,0,0,15,0,0,0,0,0,0,96,191,50,90,141,115,93,269,59,49,104,0,31,0,32,26
ASV_199,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,31,0,0,0,61,0,131,1513,829,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_200,0,0,0,0,0,0,0,12,25,28,14,15,0,0,13,19,0,14,0,0,0,0,0,0,0,0,0,0,15,65,2002,171,46,47,78,13,21,0,0,0,21,0,8,16,0,0,0,0
ASV_201,5,28,5,0,20,23,1635,0,0,10,0,205,0,0,0,5,0,0,0,9,0,0,7,0,6,4,0,17,5,66,0,0,264,0,0,33,53,5,12,162,0,0,0,0,3,6,0,0
ASV_202,33,39,90,76,24,33,308,81,20,146,97,62,35,27,7,137,51,36,0,14,12,29,22,5,19,16,10,8,0,0,11,68,106,149,62,46,173,127,66,58,24,69,60,37,53,9,13,12
ASV_203,0,30,42,23,25,15,24,12,17,11,13,26,0,0,0,28,0,0,0,23,0,22,18,22,191,15,269,391,10,369,0,29,9,0,27,707,32,19,0,15,0,32,0,13,19,28,22,6
ASV_204,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,64,0,26,0,14,0,0,3,0,0,280,0,15,0,1059,1033
ASV_205,0,55,31,75,48,108,0,0,0,0,0,18,56,36,22,164,184,157,0,0,0,0,0,0,387,0,0,0,0,0,0,54,56,189,44,0,536,51,24,51,0,0,0,0,156,0,0,0
ASV_206,28,106,0,0,0,18,68,0,0,18,0,0,34,1650,51,0,0,0,36,0,20,0,0,0,0,0,0,0,0,0,0,241,28,0,0,0,27,27,0,82,0,0,34,0,0,0,0,20
ASV_207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326,18,0,0,20,0,0,0,41,47,0,0,0,0,0,0
ASV_208,31,47,0,0,0,0,66,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,38,0,36,41,0,0,0,87,90,980,0,751,47,0,0,0,0,0,0,0,0,0,0
ASV_209,144,62,266,129,36,28,13,0,25,0,0,0,27,0,0,101,0,43,27,19,13,0,8,0,26,8,19,52,45,120,227,21,169,214,20,20,27,71,11,157,12,54,36,12,54,14,72,41
ASV_210,128,168,163,105,67,120,178,156,67,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,149,89,83,157,51,118,163,0,0,0,0,0,0,0,0,0,0,0
ASV_211,34,36,190,77,77,62,0,0,0,0,43,0,294,0,22,43,0,0,0,45,70,19,0,0,0,0,0,29,0,0,0,0,84,0,0,30,0,105,0,112,19,82,57,0,490,119,170,63
ASV_212,179,15,0,37,52,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,5,0,38,0,0,0,0,1833,0,0,0,0,0,0,0,11
ASV_213,52,62,77,61,46,52,80,196,45,72,53,36,0,34,14,0,17,54,0,24,0,0,60,37,23,20,31,62,33,73,68,65,52,51,33,49,120,68,28,109,45,45,105,31,59,22,53,50
ASV_214,0,0,0,0,0,0,0,1231,0,0,580,0,0,0,0,0,0,0,0,0,26,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,137,132,0
ASV_215,0,46,0,0,0,0,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,133,207,29,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
ASV_216,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,95,0,1228,1007,0
ASV_217,31,67,68,31,52,132,113,140,53,79,31,10,13,23,0,52,18,16,0,12,0,19,28,45,60,33,9,16,24,0,0,42,140,62,82,51,367,52,34,72,14,0,206,0,0,0,0,0
ASV_218,241,70,105,15,28,42,13,37,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,309,46,206,565,27,23,251,25,11,0,0,0,12,0,57,0,0,44,20,55,12,0,0
ASV_219,0,41,52,20,0,69,21,0,0,0,0,0,0,20,0,18,0,0,0,0,0,0,0,36,99,0,27,298,515,42,827,94,0,0,17,0,18,0,0,22,19,0,13,0,0,0,0,0
ASV_220,0,17,0,0,43,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,169
ASV_221,0,0,72,0,0,0,0,60,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,0,0,0,91,0,0,68,0,0,0,0,0,322,19,0,38,0,0,0,0
ASV_222,0,11,3,193,135,94,0,0,0,0,0,0,22,7,0,0,0,0,2,10,0,0,0,0,8,23,15,16,0,14,429,35,0,204,3,0,5,165,452,21,0,33,28,10,3,0,8,269
ASV_223,50,24,19,14,0,19,17,5,0,3,0,0,57,10,16,0,4,0,0,0,7,3,0,0,0,3,3,5,769,258,724,44,12,19,14,14,8,9,5,31,0,14,26,0,0,4,0,0
ASV_224,0,0,203,95,37,0,0,0,0,94,0,0,78,155,0,0,142,140,32,55,48,0,62,0,53,0,0,172,0,148,0,59,39,0,0,294,156,0,0,0,0,38,0,0,0,0,49,61
ASV_225,0,0,0,0,0,230,225,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,160,124,0,271,0,0,0,209,0,164,532,0,0,0,0,0
ASV_226,0,0,67,0,0,0,0,0,0,0,0,0,90,0,146,0,0,0,0,225,274,0,0,0,0,0,0,0,0,177,0,1088,84,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
ASV_227,0,0,0,0,0,24,0,0,0,134,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,17,0,0,0,0,0,0,166,11,305,0,0,0,698,646
ASV_228,0,83,45,58,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,52,35,19,0,0,22,0,0,0,0,0,0,0,0,552,32,0,0,0,28,213,0,43,789,0,0,0,0,0
ASV_229,0,0,0,0,0,0,0,0,0,2069,23,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_230,0,0,0,0,0,0,327,87,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,0
ASV_231,12,27,99,51,29,40,156,86,118,0,0,23,22,0,0,82,29,43,25,24,0,19,117,44,129,46,32,43,107,132,144,42,28,32,88,0,0,24,0,56,23,29,72,41,0,0,0,0
ASV_232,27,4,0,133,125,101,193,8,19,73,47,60,14,8,0,133,13,9,15,113,81,0,17,15,17,22,14,0,2,0,0,17,357,72,5,166,4,6,46,107,29,10,25,0,0,3,0,0
ASV_233,0,0,0,953,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_234,0,0,0,0,0,0,330,457,426,0,240,367,0,0,0,0,62,123,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_235,30,42,109,47,64,40,40,152,52,0,17,25,21,26,0,29,0,28,24,18,15,17,38,130,110,47,82,115,91,163,102,18,22,21,78,15,0,41,0,24,0,22,31,15,15,0,34,33
ASV_236,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,1599,65,0,0,0,0,0,26,39,146,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_237,0,84,11,37,0,0,45,33,19,210,20,18,34,105,12,83,26,62,38,82,88,27,42,14,156,55,48,12,0,209,100,68,50,88,10,0,21,0,0,24,0,26,0,0,0,0,21,27
ASV_238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,1296,0,0,46,0
ASV_239,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,845,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,2,0
ASV_240,0,4,0,7,23,102,0,0,0,0,0,1169,54,2,6,0,39,34,11,41,0,13,12,4,47,9,0,0,0,0,0,130,16,0,0,0,20,0,0,0,0,0,0,204,0,0,0,0
ASV_241,0,0,0,0,0,0,0,0,0,305,225,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,76,67,0,0,0,605,609
ASV_242,61,0,0,1409,11,177,0,0,0,0,0,0,0,0,0,0,0,0,0,96,52,0,0,0,13,16,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_243,113,98,147,164,86,10,0,0,0,0,5,0,15,0,0,0,0,0,0,52,52,0,0,0,0,0,16,64,7,0,0,0,0,0,0,14,0,196,25,410,0,186,42,0,51,7,77,61
ASV_244,0,0,0,0,0,0,0,14,52,0,0,7,0,0,0,0,0,0,0,0,0,37,33,205,0,0,0,80,0,1283,157,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
ASV_245,0,0,0,0,82,28,0,0,0,13,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1115,167,0,0,47,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,33,0,0
ASV_246,0,0,0,0,0,0,0,0,0,1635,32,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,52,0,0,0,0,0,0,35,25
