,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species
ASV_1200,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1201,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_1202,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1203,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1204,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1205,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1206,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,NA,NA,NA
ASV_1207,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,NA
ASV_1208,NA,NA,NA,NA,NA,NA,NA,NA
ASV_1209,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1210,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1211,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Rhabdocoela,NA
ASV_1212,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1213,Eukaryota,TSAR,Alveolata,NA,NA,NA,NA,NA
ASV_1214,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1215,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1216,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Aphelenchoides
ASV_1217,Eukaryota,Obazoa,Opisthokonta,Metazoa,Tardigrada,Tardigrada_X,Tardigrada_XX,NA
ASV_1218,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1219,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1220,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1221,Eukaryota,TSAR,Alveolata,Ciliophora,NA,NA,NA,NA
ASV_1222,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Rhabdocoela,NA
ASV_1223,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Aphelenchoides
ASV_1224,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas
ASV_1225,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA
ASV_1226,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1227,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Knufia
ASV_1228,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1229,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1230,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1231,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,NA
ASV_1232,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1233,Eukaryota,TSAR,NA,NA,NA,NA,NA,NA
ASV_1234,Eukaryota,TSAR,Stramenopiles,Gyrista,NA,NA,NA,NA
ASV_1235,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,NA
ASV_1236,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1237,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1238,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA
ASV_1239,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1240,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,NA
ASV_1241,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA
ASV_1242,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1243,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_1244,Eukaryota,Obazoa,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,NA
ASV_1245,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1246,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1247,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,NA
ASV_1248,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_1249,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_1250,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,Folsomia
ASV_1251,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,NA,NA
ASV_1252,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1253,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,NA
ASV_1254,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,NA,NA,NA
ASV_1255,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_1256,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_1257,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,NA
ASV_1258,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA
ASV_1259,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1260,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_1261,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1262,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Tripyla
ASV_1263,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,NA
ASV_1264,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1265,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_1266,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1267,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_1268,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,NA,NA,NA
ASV_1269,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1270,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1271,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1272,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_1273,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Sporobolomyces
ASV_1274,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1275,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1276,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1277,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA
ASV_1278,Eukaryota,TSAR,Stramenopiles,Gyrista,NA,NA,NA,NA
ASV_1279,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1280,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1281,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1282,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1283,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1284,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1285,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1286,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1287,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1288,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1289,Eukaryota,Obazoa,Opisthokonta,Fungi,Mucoromycota,Glomeromycotina,NA,NA
ASV_1290,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_1291,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_1292,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1293,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Polytrichastrum
ASV_1294,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1295,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA
ASV_1296,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1297,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_1298,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1299,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Hymenostomatia,Ophryoglenida,Ichthyophthirius
ASV_1300,Eukaryota,Obazoa,Opisthokonta,Filasterea,Filasterea_X,Capsasporida,Capsasporidae,Capsaspora
ASV_1301,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1302,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1303,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_1304,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1305,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1306,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1307,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1308,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1309,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1310,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1311,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1312,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas
ASV_1313,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1314,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA
ASV_1315,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1316,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1317,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1318,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_1319,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,NA,NA,NA
ASV_1320,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1321,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1322,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1323,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,NA
ASV_1324,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1325,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_1326,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1327,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1328,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1329,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1330,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_1331,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,NA
ASV_1332,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1333,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1334,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1335,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Cantharellus
ASV_1336,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1337,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Kickxellomycotina,Kickxellales,Coemansia
ASV_1338,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1339,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1340,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA
ASV_1341,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1342,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,NA
ASV_1343,Eukaryota,Obazoa,Opisthokonta,Metazoa,Tardigrada,Tardigrada_X,Tardigrada_XX,NA
ASV_1344,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_1345,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1346,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1347,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1348,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,NA,NA,NA
ASV_1349,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1350,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1351,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1352,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1353,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA
ASV_1354,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Prodesmodora
ASV_1355,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1356,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA
ASV_1357,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1358,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1359,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,NA,NA
ASV_1360,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_1361,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Pterochthonius
ASV_1362,NA,NA,NA,NA,NA,NA,NA,NA
ASV_1363,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1364,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1365,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1366,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1367,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1368,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_1369,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1370,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1371,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1372,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1373,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1374,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA
ASV_1375,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1376,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1377,Eukaryota,Obazoa,Opisthokonta,Metazoa,Tardigrada,Tardigrada_X,Tardigrada_XX,NA
ASV_1378,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Linopodes
ASV_1379,Eukaryota,TSAR,Alveolata,Ciliophora,NA,NA,NA,NA
ASV_1380,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1381,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1382,Eukaryota,TSAR,Alveolata,Ciliophora,NA,NA,NA,NA
ASV_1383,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,NA,NA,NA
ASV_1384,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,NA,NA,NA,NA
ASV_1385,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1386,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_1387,NA,NA,NA,NA,NA,NA,NA,NA
ASV_1388,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1389,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1390,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1391,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_1392,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1393,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1394,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1395,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_1396,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,NA,NA
ASV_1397,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1398,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas
ASV_1399,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1400,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,NA
ASV_1401,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_1402,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1403,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Catenulida,NA
ASV_1404,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,NA,NA,NA
ASV_1405,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_1406,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Neogregarinorida,Actinocephalidae,Monocystis
ASV_1407,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1408,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1409,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_1410,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1411,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_1412,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1413,Eukaryota,Obazoa,Opisthokonta,Ichthyosporea,Ichthyophonida,Pseudoperkinsidae,Pseudoperkinsidae_X,Anurofeca
ASV_1414,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1415,Eukaryota,Obazoa,Opisthokonta,Fungi,Mucoromycota,Glomeromycotina,Glomerales,NA
ASV_1416,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1417,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1418,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1419,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1420,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1421,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA
ASV_1422,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Theristus
ASV_1423,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1424,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Gregarinomorphea_X_GRE7,Gregarinomorphea_X_GRE7_X,Gregarinomorphea_X_GRE7_XX
ASV_1425,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1426,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1427,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1428,NA,NA,NA,NA,NA,NA,NA,NA
ASV_1429,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1430,NA,NA,NA,NA,NA,NA,NA,NA
ASV_1431,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,NA
ASV_1432,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Rhabdocoela,NA
ASV_1433,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,NA
ASV_1434,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1435,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1436,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1437,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1438,Eukaryota,TSAR,Stramenopiles,Gyrista,NA,NA,NA,NA
ASV_1439,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1440,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1441,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_1442,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1443,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,NA
ASV_1444,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Euglyphidae,Euglypha
ASV_1445,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA
ASV_1446,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,NA,NA,NA
ASV_1447,Eukaryota,TSAR,Stramenopiles,Gyrista,NA,NA,NA,NA
ASV_1448,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Haptoglossales,Haptoglossa
ASV_1449,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1450,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1451,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_1452,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA
ASV_1453,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1454,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,NA,NA
ASV_1455,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_1456,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1457,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1458,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Cantharellus
ASV_1459,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1460,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1461,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Entomophthoromycotina,Entomophthoromycotina_X,Conidiobolus
ASV_1462,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Protura,Eosentomon
ASV_1463,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,NA
ASV_1464,Eukaryota,Obazoa,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Endogonales,Endogone
ASV_1465,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Coniosporium
ASV_1466,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1467,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1468,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1469,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Plasmodiophorida,Plasmodiophorida_X,NA
ASV_1470,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1471,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_1472,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,NA,NA
ASV_1473,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1474,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1475,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Kickxellomycotina,Kickxellales,Coemansia
ASV_1476,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_1477,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,NA
ASV_1478,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,NA
ASV_1479,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,NA,NA
ASV_1480,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA
ASV_1481,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Aphelenchoides
ASV_1482,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1483,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1484,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA
ASV_1485,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA
ASV_1486,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1487,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1488,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Tectocepheus
ASV_1489,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1490,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
